"age","gender","height","weight","weekly_km","country","shoe_brand","marathons_xp","personal_best","injured_prev_mth","injured_prev_qtr","injured_prev_hy"
27,"Female",172,77,26,"Australia","Brooks",2,260,0,0,0
37,"Male",173,76,30,"Australia","Nike",4,310,0,0,0
23,"Female",181,75,11,"Australia","Brooks",1,252,1,1,1
25,"Male",167,73,38,"Aus","Brooks",4,204,0,0,1
32,"Male",187,79,67,"Australia","Adidas",1,224,0,0,0
21,"Male",176,79,38,"UK","Nike",5,255,0,0,0
24,"Female",180,74,46,"Australia","Adidas",3,321,0,0,0
31,"Female",144,56,33,"Australia","Adidas",3,303,0,0,1
43,"Male",179,75,46,"Australia","Brooks",4,361,0,1,1
29,"Female",163,71,18,NA,"Brooks",0,NA,0,0,0
25,"Female",167,66,34,"Australia","Asics",1,266,0,0,0
19,"Female",157,66,40,"Australia","Asics",1,190,0,0,0
28,"Male",167,67,46,"UK","Nike",2,301,0,0,0
39,"Female",172,73,19,"Australia","Nike",2,288,0,0,0
32,"Female",189,83,64,"Australia","Asics",0,NA,0,0,0
29,"Male",162,76,22,NA,"Nike",3,254,0,0,0
24,"Female",169,69,22,"Australia","Saucony",4,269,0,0,0
34,"Male",166,72,19,"Kenya","Asics",2,344,0,1,1
19,"Female",141,55,36,"Australia","Nike",0,NA,0,0,0
32,"Female",170,76,43,"Australia","Asics",6,224,0,0,0
27,"Male",171,73,81,"Australia",NA,2,298,0,0,1
24,"Male",174,77,21,"Australia","Brooks",1,291,0,0,0
33,"Male",148,56,44,"Australia","Adidas",0,NA,0,0,0
29,"Female",181,76,36,"Australia","Nike",1,267,0,0,0
30,"Male",177,70,62,"Kenya","Asics",3,271,0,0,0
38,"Male",181,76,83,"Japan","Asics",2,383,0,0,0
26,"Male",182,74,74,"Australia","Asics",1,288,0,0,0
24,"Male",165,72,49,"Australia","Saucony",3,292,0,0,0
24,"Female",153,70,33,"Australia","Nike",2,312,1,1,1
33,"Male",168,74,37,"Australia","Adidas",4,330,0,0,0
35,"Female",151,60,24,"Australia","Brooks",4,316,0,0,1
29,"Female",171,74,20,"UK","Asics",3,299,0,0,0
27,"Female",183,84,32,"Australia","Nike",1,255,0,1,1
30,"Male",139,48,54,"USA","Brooks",3,267,0,0,1
37,"Male",178,74,49,"Australia","Saucony",2,343,0,0,0
44,"Female",144,49,62,"Australia","Brooks",1,283,1,1,1
29,"Male",172,74,56,"Australia","Adidas",2,307,0,0,0
30,"Female",140,53,23,"Australia","Asics",1,233,0,0,0
19,"Male",146,52,30,"Kenya","Nike",6,201,0,0,0
22,"Male",160,63,44,"Australia","Asics",0,NA,0,0,0
25,"Male",139,49,49,"Australia","Adidas",3,250,0,0,0
26,"Female",159,65,51,"Australia","Adidas",2,275,0,0,1
22,"Male",170,68,31,"Australia","Adidas",1,224,0,0,0
37,"Female",167,72,14,"Australia","Saucony",3,298,0,0,0
41,"Female",179,80,75,"Australia","Brooks",1,340,0,1,1
29,"Male",161,63,64,"Australia","Adidas",1,353,1,1,1
27,"Female",168,61,21,"USA","Brooks",0,NA,0,0,0
21,"Male",158,62,21,"Australia","Adidas",4,257,0,0,0
20,"Male",145,58,35,"Australia","Nike",3,309,0,0,0
47,"Female",153,60,38,"Australia","Asics",6,287,0,0,0
22,"Female",165,74,15,"Australia","Adidas",1,252,0,0,0
30,"Female",157,64,17,"Australia","Asics",1,263,0,0,0
32,"Female",160,63,47,"Australia","Saucony",3,331,1,1,1
28,"Male",179,78,23,"Australia","Brooks",2,274,0,0,0
19,"Female",167,67,45,"Australia","Brooks",3,240,0,0,1
46,"Female",176,77,97,"Australia","Brooks",2,364,0,0,1
23,"Male",159,63,17,"Australia","Asics",2,357,0,0,0
26,"Female",171,71,74,"USA","Nike",4,293,0,0,0
29,"Female",162,65,45,"Australia","Brooks",1,291,0,0,0
31,"Female",164,62,38,"Germany","Nike",0,NA,1,1,1
25,"Male",187,85,29,"Australia","Brooks",4,256,0,0,0
41,"Female",149,64,32,"Australia","Asics",3,312,0,0,0
45,"Male",161,66,58,"Germany","Brooks",2,360,0,1,1
28,"Male",151,64,16,"Australia","Nike",2,284,0,0,0
33,"Male",164,65,17,"Australia","Saucony",2,288,0,0,0
33,"Male",172,75,58,"Japan","Brooks",1,312,0,0,0
36,"Female",179,84,76,"Australia","Nike",3,282,0,0,1
27,"Male",168,75,26,"Australia","Nike",4,256,0,1,1
35,"Male",190,89,56,"UK","Nike",2,307,0,0,0
26,"Female",179,75,76,"Australia","Brooks",4,273,0,0,0
26,"Female",159,61,48,"Australia","Adidas",3,311,0,0,0
27,"Female",160,64,34,"Australia","Brooks",2,315,0,0,0
44,"Male",185,83,21,"Australia",NA,1,277,0,1,1
25,"Female",196,999,55,"Australia","Adidas",7,240,0,0,0
31,"Male",176,71,12,"Germany","Asics",1,NA,0,1,1
29,"Male",185,86,10,"Australia","Nike",0,NA,0,0,1
22,"Female",180,80,62,"Australia","Brooks",1,248,0,0,0
34,"Female",158,65,52,"Australia","Adidas",3,348,0,0,0
45,"Female",176,70,15,"Australia","Nike",2,389,0,0,0
35,"Male",166,60,48,"Kenya","Asics",2,312,0,0,1
20,"Male",172,75,13,"Australia","Adidas",2,263,0,0,0
39,"Female",164,74,26,"Australia","Nike",4,380,0,0,0
18,"Female",148,51,62,"Australia","Nike",0,NA,0,0,0
46,"Female",151,59,37,"Australia","Nike",2,432,0,1,1
36,"Female",168,82,18,"Australia","Adidas",3,313,0,0,1
29,"Female",172,81,34,"UK","Nike",5,288,0,0,0
28,"Male",181,80,87,"Australia","Asics",2,275,0,0,0
30,"Male",147,52,63,"Australia","Adidas",2,260,0,0,1
32,"Female",148,59,35,"Australia","Adidas",3,270,0,0,0
38,"Female",175,75,28,"Australia","Brooks",3,321,0,0,0
24,"Male",166,65,24,"Australia","Nike",2,292,0,0,1
20,"Female",163,69,21,"Australia","Nike",0,NA,0,0,0
32,"Male",180,74,42,"Australia","Brooks",0,NA,0,0,1
44,"Female",157,62,76,"Australia","Adidas",3,344,1,1,1
19,"Male",182,83,30,"UK","Nike",2,175,0,0,0
43,"Male",173,70,22,"Australia","Nike",6,366,0,0,0
28,"Female",189,83,35,"Aus","Brooks",5,336,0,0,0
44,"Female",176,80,57,"Japan","Adidas",4,327,0,0,0
23,"Female",190,86,28,"Australia","Adidas",6,237,0,0,0
30,"Male",167,77,34,"Australia","Asics",3,280,0,0,0
30,"Female",159,70,32,"Australia","Nike",0,NA,0,0,1
25,"Female",179,77,40,"Australia","Asics",5,292,0,1,1
22,"Female",179,71,25,"Australia","Saucony",4,264,0,0,0
26,"Male",158,60,37,"Australia","Saucony",2,230,0,0,0
24,"Female",175,70,45,NA,"Adidas",1,248,0,0,0
31,"Female",165,68,12,"Australia","Brooks",1,315,0,0,1
27,"Female",173,72,27,NA,"Adidas",4,298,0,0,0
19,"Male",152,61,48,"Australia","Nike",1,296,0,0,0
29,"Male",168,62,45,"Australia","Adidas",2,324,0,0,0
43,"Male",155,63,95,"Australia","Saucony",2,262,0,0,0
24,"Male",170,68,66,"Australia","Nike",1,387,0,0,0
33,"Female",184,83,72,"Germany","Asics",5,303,0,0,0
18,"Male",174,68,15,"Australia","Asics",2,251,0,0,0
33,"Male",178,80,29,"Australia","Nike",1,299,0,0,0
31,"Male",168,67,39,"Australia","Adidas",5,281,0,0,0
34,"Female",164,64,29,"Australia","Brooks",0,NA,0,0,0
42,"Female",162,72,11,"Australia","Saucony",1,344,0,1,1
29,"Female",166,69,25,"Australia","Brooks",5,260,0,0,0
20,"Female",187,85,14,"Australia","Saucony",2,259,0,1,1
19,"Male",159,59,48,"Australia","Asics",1,289,0,0,1
31,"Male",173,74,17,"Australia","Asics",2,266,1,1,1
23,"Male",181,79,49,"Australia","Adidas",4,276,0,0,1
28,"Female",171,73,15,"Australia","Asics",0,NA,0,1,1
27,"Female",172,85,68,"Australia","Asics",1,264,0,0,0
35,"Male",181,83,28,"UK","Brooks",4,301,0,0,1
29,"Female",176,80,30,"Australia","Saucony",2,357,0,0,0
22,"Male",172,74,28,"Australia","Nike",3,255,0,0,0
50,"Female",177,80,46,"Australia","Brooks",6,318,0,0,0
29,"Male",166,68,42,"Australia","Brooks",2,309,0,0,0
19,"Male",186,79,63,"Germany","Nike",2,267,0,0,0
35,"Male",173,76,37,"Australia","Adidas",2,289,0,0,0
24,"Female",162,68,19,"Australia","Brooks",1,282,0,0,0
40,"Male",159,64,29,"Australia","Asics",4,303,0,0,0
34,"Male",180,76,34,"Australia","Adidas",4,305,0,1,1
19,"Male",170,71,19,"Australia","Brooks",3,238,1,1,1
32,"Male",173,71,15,"Australia","Saucony",1,310,0,0,0
41,"Male",179,77,22,"Australia","Brooks",1,345,0,0,0
30,"Male",151,55,23,"Australia","Brooks",3,273,0,0,0
42,"Female",169,76,21,"Australia","Saucony",1,327,0,0,0
27,"Male",181,80,58,"Australia","Brooks",5,296,0,0,0
24,"Female",185,84,26,"Kenya","Saucony",2,287,0,0,0
27,"Female",159,65,57,"Australia","Brooks",3,247,0,0,1
21,"Male",171,79,30,"Australia","Saucony",2,211,0,1,1
20,"Female",182,76,23,"Australia","Adidas",3,250,0,0,0
38,"Female",164,67,33,"Australia","Nike",4,361,0,0,1
25,"Male",166,75,41,"Australia","Asics",2,272,0,0,1
29,"Female",150,57,35,"Australia","Adidas",2,276,0,0,0
35,"Female",186,78,15,"Aus","Brooks",2,NA,0,0,0
27,"Female",152,61,42,"Australia","Asics",2,293,0,0,0
21,"Female",144,51,18,"Australia","Brooks",3,233,0,0,0
40,"Female",151,57,71,"Australia","Nike",2,373,0,1,1
18,"Male",175,74,18,"Australia","Asics",2,230,0,0,0
43,"Female",163,61,22,"Australia","Saucony",4,306,0,0,1
32,"Female",165,65,57,"Germany","Brooks",1,333,0,0,0
26,"Female",177,79,16,"USA","Brooks",2,258,0,0,0
31,"Female",160,67,46,"Aus","Asics",0,NA,0,0,0
23,"Male",156,60,48,"Kenya","Adidas",0,NA,0,0,1
47,"Male",144,56,24,"Australia","Asics",2,374,0,0,0
19,"Male",171,72,48,"Australia","Asics",0,NA,0,0,0
26,"Female",138,47,21,"Australia","Nike",1,298,0,1,1
41,"Female",174,76,12,"Australia","Adidas",3,403,0,0,0
56,"Female",156,63,22,"Australia","Nike",5,399,0,0,0
36,"Female",165,67,26,"USA","Brooks",5,321,0,0,0
48,"Male",172,79,39,"Australia","Nike",7,427,1,1,1
33,"Female",163,72,57,"Germany","Asics",1,310,0,0,1
25,"Female",164,74,22,"Australia","Adidas",0,NA,0,0,0
24,"Female",166,70,31,NA,"Adidas",3,261,0,0,0
40,"Female",184,75,40,"Australia","Adidas",2,321,0,0,0
35,"Male",176,75,66,"Australia","Brooks",4,324,0,0,0
25,"Female",174,74,27,"Australia","Nike",1,259,0,0,0
23,"Male",173,74,49,"Australia","Saucony",3,231,0,0,1
23,"Female",167,70,27,"Australia","Saucony",5,244,0,0,0
22,"Male",177,74,23,"Kenya","Saucony",0,NA,0,0,0
48,"Female",171,73,42,"Australia","Saucony",7,359,0,0,0
35,"Female",175,77,45,"Australia","Nike",2,309,0,0,0
28,"Male",167,76,20,"Australia","Asics",3,286,0,0,0
34,"Female",149,59,58,"Australia","Nike",1,273,0,0,0
18,"Female",174,71,93,"Australia","Saucony",3,224,0,0,0
32,"Female",144,52,62,"UK","Brooks",3,356,0,1,1
20,"Female",167,67,89,"Australia","Saucony",0,NA,0,0,0
35,"Female",165,71,54,"Australia","Brooks",2,289,0,0,0
37,"Female",166,67,14,"Australia","Adidas",5,293,0,1,1
18,"Female",164,66,23,"Australia","Saucony",0,NA,0,0,0
25,"Female",158,70,30,"Australia","Saucony",1,264,0,1,1
22,"Female",170,70,29,"USA","Nike",2,224,0,0,0
22,"Male",173,65,38,"USA","Adidas",2,257,0,0,0
19,"Female",170,71,13,"Australia","Adidas",2,236,0,0,1
25,"Male",165,69,29,"Australia","Saucony",2,290,0,0,0
25,"Female",171,73,13,"Australia","Asics",4,283,0,0,0
22,"Female",183,78,18,"Australia","Nike",2,184,0,0,0
36,"Female",187,89,77,"Australia","Adidas",3,297,0,0,0
29,"Male",168,71,51,"Australia","Saucony",0,NA,0,0,0
27,"Female",174,73,33,"Australia","Brooks",3,285,0,0,0
21,"Male",181,85,32,"Australia","Asics",2,195,1,1,1
37,"Male",178,80,24,"USA","Adidas",5,315,0,0,0
26,"Male",165,68,47,"Australia","Adidas",2,308,0,0,0
29,"Male",198,78,65,"Australia","Adidas",0,NA,0,1,1
21,"Male",188,74,25,"Kenya","Asics",2,287,0,0,0
20,"Female",168,66,49,"Australia","Adidas",5,296,0,1,1
43,"Male",176,75,49,"Australia","Saucony",2,314,0,0,0
40,"Male",172,76,22,"Australia","Saucony",4,324,0,0,0
26,"Male",169,75,18,"Australia","Brooks",1,302,0,0,1
28,"Female",157,58,57,"Australia","Saucony",1,297,0,0,0
19,"Male",155,66,31,"Kenya","Saucony",2,270,0,0,0
23,"Male",172,73,59,"Australia","Saucony",3,235,0,0,0
28,"Male",170,75,31,"UK","Adidas",0,NA,0,0,0
35,"Male",159,65,51,"Australia","Saucony",4,264,0,0,0
27,"Male",178,77,46,"UK","Saucony",2,304,0,0,0
28,"Male",174,73,52,"Australia","Nike",1,340,0,0,0
30,"Female",178,66,53,"Kenya","Nike",1,268,0,0,0
20,"Female",144,50,40,"Australia","Adidas",2,307,0,0,0
29,"Female",166,64,43,"Aus","Asics",5,244,0,0,0
31,"Male",178,75,17,"Australia","Brooks",2,292,0,0,0
32,"Male",157,64,44,"Australia","Saucony",0,NA,0,0,1
21,"Male",153,62,29,"Australia","Asics",1,190,0,0,1
33,"Male",164,68,19,"Australia","Adidas",4,334,0,0,0
43,"Female",165,71,95,"Japan","Saucony",3,330,0,0,0
33,"Female",154,56,32,"Japan","Asics",1,320,0,1,1
48,"Female",168,70,38,"UK","Saucony",3,348,0,0,0
25,"Male",153,56,39,"UK","Nike",5,315,0,0,0
21,"Male",153,60,27,"Australia","Asics",1,341,0,0,0
21,"Female",167,69,21,"Australia","Nike",1,226,0,0,0
43,"Female",171,73,38,"Australia","Asics",3,295,0,0,0
18,"Female",155,60,22,"Australia","Brooks",0,NA,0,0,0
21,"Male",151,62,34,"Australia","Asics",3,177,0,0,0
26,"Female",173,77,64,"Japan","Nike",1,267,0,0,1
35,"Female",172,76,51,"Australia","Saucony",6,303,0,0,0
21,"Female",180,79,31,"Australia","Brooks",4,277,0,1,1
34,"Female",168,63,22,"Australia","Asics",3,310,0,0,0
31,"Female",173,76,16,"Australia","Nike",3,281,0,0,0
36,"Male",165,69,57,"Australia","Asics",4,310,0,0,0
29,"Male",133,46,36,"Australia","Nike",2,262,0,0,0
31,"Male",168,72,42,"Australia","Brooks",3,277,0,0,0
19,"Female",168,72,24,"Australia","Adidas",2,264,0,0,0
33,"Male",169,66,40,"Australia","Nike",3,294,0,0,0
26,"Male",177,76,71,"Japan","Asics",2,336,0,0,0
45,"Female",186,79,22,"USA","Asics",2,376,0,0,0
27,"Female",176,66,48,"Australia","Nike",2,247,0,0,0
23,"Male",160,66,7,"Australia","Nike",0,NA,0,1,1
22,"Male",174,74,40,"USA","Adidas",3,265,0,0,0
23,"Female",173,75,25,"Australia","Asics",3,244,0,0,0
48,"Male",152,61,48,"Australia","Adidas",4,346,1,1,1
22,"Male",167,67,22,"Australia","Brooks",4,244,1,1,1
21,"Female",153,58,27,"USA","Adidas",3,209,0,0,0
23,"Male",159,69,47,"UK","Asics",1,280,0,1,1
21,"Male",170,73,38,"Australia","Asics",1,330,0,0,1
39,"Female",181,81,20,"Australia","Asics",5,373,0,1,1
34,"Male",179,81,20,"Australia","Asics",4,342,0,0,0
25,"Male",151,60,35,"Australia","Saucony",3,305,0,0,0
47,"Female",162,65,51,"Australia","Nike",4,345,0,0,0
21,"Female",173,77,28,"Germany","Asics",4,214,0,0,0
34,"Male",173,76,50,"UK","Adidas",0,NA,0,0,0
29,"Female",152,62,42,"Australia","Adidas",3,268,0,0,0
28,"Female",166,71,30,"Aus","Asics",0,NA,0,0,0
30,"Male",173,76,64,"UK","Asics",1,294,0,0,0
25,"Female",157,58,20,"Australia","Saucony",3,265,0,1,1
37,"Female",178,77,61,"Australia","Brooks",3,326,0,0,1
36,"Female",167,66,30,"USA","Nike",2,308,0,0,1
41,"Male",172,82,46,"Australia","Adidas",3,275,0,1,1
27,"Male",172,76,59,"Australia","Adidas",2,291,1,1,1
21,"Female",160,61,44,"Germany","Brooks",2,347,0,0,0
30,"Female",166,73,34,"Australia","Adidas",2,245,0,0,0
41,"Female",170,73,26,"Australia","Brooks",2,298,0,1,1
33,"Female",158,66,28,"Japan","Saucony",0,NA,0,1,1
32,"Female",177,72,69,"Australia","Asics",0,NA,0,0,0
22,"Male",174,77,17,"Australia","Asics",1,204,0,0,0
19,"Male",163,72,72,"Australia","Saucony",0,NA,0,0,0
31,"Male",169,72,51,"Australia","Nike",0,NA,1,1,1
39,"Female",170,73,33,"Australia","Adidas",6,283,0,0,0
28,"Male",160,66,30,"Australia","Brooks",2,310,0,0,0
28,"Male",165,67,45,"Kenya","Adidas",0,NA,0,1,1
27,"Female",161,70,38,"UK","Brooks",0,NA,0,1,1
20,"Male",162,69,56,"Australia","Nike",1,243,0,0,1
25,"Female",185,88,45,"Australia","Brooks",2,237,0,0,0
35,"Male",174,70,20,"Japan","Asics",4,281,0,0,0
34,"Male",148,57,33,"Australia","Saucony",0,NA,0,1,1
32,"Male",168,63,34,"Australia","Nike",3,386,0,0,0
29,"Female",168,64,25,"Germany","Brooks",2,323,0,1,1
39,"Female",150,58,18,"Australia","Adidas",1,306,0,0,0
46,"Male",164,65,37,"Australia","Asics",3,310,0,0,0
33,"Female",174,79,43,"Australia","Adidas",5,294,0,0,0
21,"Male",180,78,59,"Australia","Saucony",4,241,0,0,0
22,"Female",162,61,40,"Australia","Brooks",2,212,0,1,1
39,"Female",165,76,51,"Australia","Saucony",3,322,0,0,0
32,"Female",166,72,31,"Australia","Brooks",5,322,0,0,0
30,"Male",180,77,46,"Australia","Nike",3,301,0,1,1
44,"Female",161,63,11,"Australia","Saucony",5,314,0,0,0
21,"Female",167,74,55,"Australia","Adidas",2,215,0,1,1
27,"Male",152,55,23,"Australia","Asics",3,335,0,0,0
40,"Female",177,84,49,"Australia","Adidas",4,306,0,0,0
22,"Male",161,69,27,"Australia","Saucony",0,NA,0,0,0
35,"Female",172,75,29,"Australia","Adidas",0,NA,0,0,0
31,"Female",143,54,16,"Australia","Brooks",3,288,0,0,0
22,"Male",177,75,51,"Australia","Saucony",3,344,0,0,0
18,"Female",151,59,28,"Australia","Asics",2,279,0,0,0
36,"Female",148,54,49,"Australia","Adidas",2,299,0,0,0
24,"Male",180,80,32,"Australia","Saucony",0,NA,0,1,1
36,"Male",183,84,18,"Australia","Asics",2,306,0,0,0
30,"Female",160,62,94,"Australia","Brooks",2,326,0,0,0
27,"Female",163,63,45,"Australia","Asics",5,265,0,0,1
21,"Male",160,66,31,"Australia","Adidas",3,255,0,0,0
30,"Female",166,72,38,"Australia","Brooks",3,281,0,0,0
27,"Male",178,82,19,"Australia","Brooks",2,303,0,0,0
30,"Male",157,61,50,"Australia","Nike",3,297,0,0,0
26,"Male",175,71,38,"Australia","Adidas",1,281,0,0,1
31,"Female",157,63,55,"Australia","Nike",2,292,0,0,1
25,"Female",173,74,36,"Australia","Brooks",6,295,0,0,0
35,"Male",163,71,24,"UK","Saucony",6,291,0,0,0
30,"Male",170,66,32,"Australia","Nike",3,334,0,0,0
30,"Female",167,69,9,"USA","Saucony",1,247,0,0,0
37,"Female",149,58,29,"Australia","Saucony",3,290,0,0,0
32,"Male",169,72,12,"Australia","Asics",1,350,0,0,0
38,"Female",188,79,54,NA,"Saucony",3,286,0,0,0
44,"Male",156,54,54,"Australia","Saucony",4,361,0,0,0
30,"Male",170,75,43,"UK","Asics",1,292,1,1,1
31,"Male",176,72,19,"Australia","Saucony",1,328,0,0,1
20,"Male",184,89,38,"Australia","Brooks",2,202,0,0,0
21,"Female",184,82,64,"Germany","Adidas",2,212,0,0,0
36,"Male",177,80,22,"Kenya","Brooks",4,334,0,0,1
21,"Male",150,61,15,"UK","Brooks",2,261,0,0,0
28,"Female",142,52,52,"Australia","Asics",2,273,0,0,0
36,"Female",164,69,19,"Australia","Asics",2,334,0,1,1
23,"Female",152,59,14,"Australia","Nike",5,226,0,0,0
25,"Male",157,65,25,"Australia","Asics",5,291,0,0,0
19,"Female",171,68,27,"Australia","Nike",2,219,0,0,0
31,"Female",176,74,-31,"Japan","Nike",2,338,1,1,1
23,"Female",173,77,34,"Australia","Adidas",1,264,0,0,0
29,"Female",149,57,19,"Australia","Adidas",1,315,0,0,0
43,"Male",176,81,40,"Australia","Nike",4,320,0,0,0
36,"Female",185,78,48,"Australia","Nike",3,320,0,0,1
28,"Female",188,83,43,"Australia","Saucony",0,NA,0,0,1
34,"Female",183,89,40,"Australia","Saucony",3,332,0,0,0
31,"Female",165,66,66,"UK","Saucony",4,262,0,0,0
25,"Male",171,72,34,"Australia","Saucony",0,NA,0,0,0
28,"Male",157,60,15,"UK","Asics",1,327,1,1,1
28,"Male",149,52,42,"Australia","Nike",1,269,0,0,0
22,"Male",155,64,32,"Australia",NA,1,307,0,1,1
29,"Female",191,87,57,"Australia","Adidas",2,311,0,0,1
24,"Male",153,64,17,"Australia","Nike",4,242,0,0,0
31,"Female",176,75,29,"Australia","Saucony",2,338,0,0,0
24,"Male",177,72,90,"Australia","Brooks",1,227,0,0,0
19,"Female",183,80,40,"Australia","Brooks",2,262,0,0,0
21,"Female",165,72,37,"UK","Asics",4,207,0,0,0
43,"Male",154,61,53,"Australia","Nike",1,320,0,0,0
24,"Female",150,58,29,"Australia","Nike",2,304,0,0,1
24,"Female",163,65,27,"UK","Asics",3,275,0,0,0
27,"Male",180,76,41,"Australia","Asics",2,275,0,0,0
26,"Male",171,66,36,"Australia","Saucony",1,289,0,0,1
20,"Male",168,65,42,"Aus","Adidas",2,223,0,0,1
32,"Male",173,72,33,"Germany","Asics",2,298,0,0,0
20,"Female",166,70,65,"Australia","Asics",5,286,0,0,1
19,"Male",168,64,69,"Australia","Brooks",2,199,0,0,0
23,"Female",162,69,21,"Australia","Asics",6,262,0,0,0
41,"Male",174,78,55,"Australia","Asics",2,314,0,0,0
31,"Male",167,74,30,"Australia","Asics",2,307,0,0,0
26,"Male",172,65,85,"Australia","Brooks",1,256,0,0,0
40,"Female",157,66,23,"Australia","Asics",1,278,0,0,0
38,"Male",186,90,48,"Australia","Saucony",4,290,0,0,0
23,"Male",167,61,43,"Australia","Asics",0,NA,1,1,1
35,"Female",164,71,31,"Australia","Saucony",2,269,0,0,0
38,"Female",173,80,43,"Australia","Nike",4,279,0,0,0
28,"Female",151,59,32,"Australia","Asics",1,273,0,0,0
21,"Male",174,81,57,"Australia","Nike",3,252,0,1,1
23,"Female",169,77,20,"Australia","Saucony",2,281,0,0,0
37,"Female",164,71,26,"Australia","Brooks",2,302,0,0,0
26,"Female",179,80,28,"Australia","Saucony",2,257,0,0,0
28,"Female",160,63,43,"USA","Saucony",2,305,0,0,0
29,"Female",175,76,58,"Australia","Adidas",6,265,1,1,1
30,"Female",143,56,31,"Australia","Saucony",1,332,0,0,0
27,"Female",182,78,24,"Australia","Nike",3,352,0,0,0
33,"Female",165,62,33,"Australia","Adidas",8,272,0,0,0
26,"Male",174,79,32,"Germany","Brooks",1,238,0,0,0
31,"Male",159,58,39,"Australia","Adidas",1,298,0,0,1
21,"Female",186,86,15,"Australia","Asics",3,287,0,0,1
34,"Female",183,78,28,"Australia","Brooks",1,350,0,0,1
23,"Male",176,75,23,"Australia","Nike",3,240,0,0,0
29,"Female",158,62,35,"UK","Saucony",1,301,0,0,0
31,"Male",161,62,88,"Japan","Adidas",2,321,0,0,0
26,"Female",174,73,33,"Australia","Nike",1,310,0,0,0
19,"Female",159,62,37,"Kenya","Nike",0,NA,0,0,0
45,"Male",171,70,26,"Australia","Adidas",2,353,0,0,0
25,"Female",166,62,35,"Australia","Brooks",1,263,0,0,0
27,"Female",153,56,13,"Australia","Saucony",0,NA,0,0,1
33,"Female",167,62,37,"USA","Saucony",2,280,0,0,0
33,"Female",178,85,66,"Australia","Brooks",1,286,0,1,1
35,"Male",172,75,48,"Australia","Saucony",2,266,0,0,1
19,"Male",190,83,15,"Australia","Brooks",1,275,0,0,0
37,"Male",172,76,44,"Australia","Saucony",2,318,0,0,0
24,"Female",163,67,45,"Australia","Asics",1,291,0,0,0
22,"Male",147,59,74,"Australia","Asics",4,237,0,0,0
29,"Male",168,75,49,"Japan","Brooks",1,278,0,0,0
43,"Male",154,65,69,"Australia","Brooks",4,356,0,0,0
19,"Female",169,69,48,"Australia","Saucony",2,228,0,0,0
28,"Female",156,66,14,"Australia","Brooks",1,NA,0,0,0
28,"Female",148,61,35,"Australia","Adidas",2,295,0,0,0
24,"Female",166,74,29,"Australia","Nike",2,240,0,0,0
44,"Male",166,76,42,"Australia","Saucony",2,371,0,0,0
44,"Female",200,90,47,"Australia","Nike",6,281,0,0,0
25,"Male",195,89,43,"Australia","Saucony",4,258,0,1,1
31,"Female",158,63,25,"UK","Nike",1,366,0,0,0
33,"Male",175,78,26,"Australia","Brooks",3,277,1,1,1
23,"Female",151,57,48,"Japan","Nike",1,268,0,0,0
40,"Male",163,66,43,NA,"Asics",2,318,1,1,1
22,"Male",152,52,39,"Australia","Adidas",1,232,0,0,0
34,"Female",164,63,45,"Australia","Asics",4,275,0,0,0
30,"Female",154,59,42,"Japan","Adidas",3,336,0,0,0
36,"Male",181,81,35,"UK","Adidas",1,337,0,1,1
19,"Female",178,80,75,"Australia","Adidas",3,237,0,0,0
27,"Male",158,65,26,"Australia","Adidas",2,275,0,0,0
23,"Male",172,74,73,"Australia","Saucony",2,289,0,0,0
30,"Male",170,76,38,"Australia","Adidas",0,NA,0,1,1
30,"Female",155,66,41,"UK","Brooks",2,305,0,0,0
34,"Male",168,68,52,"USA","Nike",2,292,0,1,1
22,"Female",177,83,29,"Australia","Nike",1,305,0,0,0
26,"Female",189,88,13,"Australia","Adidas",1,259,0,0,0
34,"Female",166,71,56,"Australia","Saucony",2,NA,0,1,1
32,"Male",149,60,30,"Australia","Saucony",3,303,0,0,0
30,"Male",187,87,66,"Australia","Adidas",2,243,0,0,0
21,"Female",172,72,30,"Australia","Asics",2,228,0,0,0
28,"Male",189,79,13,"Australia","Adidas",2,319,0,0,0
47,"Female",170,75,37,"Japan","Brooks",4,306,0,0,0
40,"Male",163,67,73,"Australia","Brooks",1,364,0,0,0
36,"Male",163,70,52,"Australia","Brooks",4,287,0,0,0
22,"Male",172,72,86,"Australia","Asics",3,337,0,0,0
33,"Female",192,86,29,"UK","Asics",2,288,0,0,0
24,"Male",173,78,40,"UK","Brooks",1,245,0,0,1
19,"Female",166,70,16,"Australia","Brooks",3,231,0,0,0
38,"Female",161,66,63,"Australia","Adidas",4,312,0,1,1
52,"Female",153,54,22,"Australia","Asics",4,337,0,0,0
27,"Male",195,99,24,"Australia","Asics",1,233,0,0,0
40,"Male",172,72,42,NA,"Brooks",5,309,0,0,0
36,"Female",153,60,61,"Australia","Saucony",1,322,0,0,0
41,"Female",155,58,24,"Australia","Asics",3,344,0,0,1
19,"Female",133,46,39,"Australia","Saucony",1,212,0,0,0
27,"Male",171,79,41,"Australia","Asics",2,373,0,0,0
31,"Female",176,72,56,"USA","Saucony",0,NA,0,0,0
26,"Female",170,72,48,"Australia","Asics",3,268,0,0,0
40,"Male",168,67,21,"Australia","Saucony",1,301,0,0,0
23,"Female",190,86,46,"Australia","Saucony",2,275,0,0,0
40,"Female",175,76,14,"Australia","Brooks",2,363,0,0,0
